"uid","time","stale_time","source_uid","object_uid","event_point","raw_event"
"675d6b48-0928-4a73-8fce-d25df86e431b",2025-07-08 04:31:18.222,2025-07-08 04:31:29.931,vorpal-service,"0_370",POINT (35.377785 30.929548),"{""how"": null, ""uid"": ""41a8a4ff-0c63-4143-a34f-0264cf53cea2"", ""time"": ""2025-07-08T04:31:18.222627Z"", ""type"": ""target"", ""point"": {""ce"": 27.011559, ""le"": null, ""hae"": null, ""lat"": 30.929548, ""lon"": 35.377785}, ""stale"": ""2025-07-08T04:31:29.931276Z"", ""start"": ""2025-07-08T04:31:19.931272Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_370"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2426.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 266.005219, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
fa3008f9-2178-452d-9e22-78231b3dfd05,2025-07-08 04:31:18.222,2025-07-08 04:31:29.931,vorpal-service,"0_370",POINT (35.377785 30.929548),"{""how"": null, ""uid"": ""9d0347aa-0159-4c88-a092-0e689f8cee06"", ""time"": ""2025-07-08T04:31:18.222627Z"", ""type"": ""target"", ""point"": {""ce"": 27.011559, ""le"": null, ""hae"": null, ""lat"": 30.929548, ""lon"": 35.377785}, ""stale"": ""2025-07-08T04:31:29.931276Z"", ""start"": ""2025-07-08T04:31:19.931272Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_370"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2426.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 266.005219, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"18e1b684-541f-49e0-8332-9767dea87e6d",2025-07-08 04:31:18.782,2025-07-08 04:31:30.557,vorpal-service,"0_369",POINT (35.377617 30.930342),"{""how"": null, ""uid"": ""066e465e-ea8a-4890-a95d-00e45ab4bf7c"", ""time"": ""2025-07-08T04:31:18.782631Z"", ""type"": ""target"", ""point"": {""ce"": 8.131158, ""le"": null, ""hae"": null, ""lat"": 30.930342, ""lon"": 35.377617}, ""stale"": ""2025-07-08T04:31:30.557754Z"", ""start"": ""2025-07-08T04:31:20.557749Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_369"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2446.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 253.718643, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
db6dd99d-84ff-49d2-8ef6-bdd1a149642b,2025-07-08 04:31:18.782,2025-07-08 04:31:30.557,vorpal-service,"0_369",POINT (35.377617 30.930342),"{""how"": null, ""uid"": ""f1096093-5a5e-4f11-ba4b-171240c0e017"", ""time"": ""2025-07-08T04:31:18.782631Z"", ""type"": ""target"", ""point"": {""ce"": 8.131158, ""le"": null, ""hae"": null, ""lat"": 30.930342, ""lon"": 35.377617}, ""stale"": ""2025-07-08T04:31:30.557754Z"", ""start"": ""2025-07-08T04:31:20.557749Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_369"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2446.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 253.718643, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"96bbd2dd-14f2-4396-98a2-b73e4bccd577",2025-07-08 04:31:23.302,2025-07-08 04:31:35.137,vorpal-service,"0_370",POINT (35.377766 30.930439),"{""how"": null, ""uid"": ""6b814895-a242-4088-936b-2bb1ff641f6c"", ""time"": ""2025-07-08T04:31:23.302632Z"", ""type"": ""target"", ""point"": {""ce"": 13.104761, ""le"": null, ""hae"": null, ""lat"": 30.930439, ""lon"": 35.377766}, ""stale"": ""2025-07-08T04:31:35.137644Z"", ""start"": ""2025-07-08T04:31:25.137639Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_370"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2446.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 36.625515, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
bf3ad4f4-ea59-488b-a4a8-046dae91fed5,2025-07-08 04:31:23.022,2025-07-08 04:31:35.072,vorpal-service,"0_369",POINT (35.377747 30.930426),"{""how"": null, ""uid"": ""746ae7d1-cbaa-4341-a1c0-fc6666b1332f"", ""time"": ""2025-07-08T04:31:23.022639Z"", ""type"": ""target"", ""point"": {""ce"": 13.239015, ""le"": null, ""hae"": null, ""lat"": 30.930426, ""lon"": 35.377747}, ""stale"": ""2025-07-08T04:31:35.072898Z"", ""start"": ""2025-07-08T04:31:25.072893Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_369"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2432.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 36.37883, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"3bd4b3b1-a25c-4c1b-981e-d7ae70bf3634",2025-07-08 04:31:23.022,2025-07-08 04:31:35.072,vorpal-service,"0_369",POINT (35.377747 30.930426),"{""how"": null, ""uid"": ""5cd91bff-5570-4b57-867a-427a9d0899fa"", ""time"": ""2025-07-08T04:31:23.022639Z"", ""type"": ""target"", ""point"": {""ce"": 13.239015, ""le"": null, ""hae"": null, ""lat"": 30.930426, ""lon"": 35.377747}, ""stale"": ""2025-07-08T04:31:35.072898Z"", ""start"": ""2025-07-08T04:31:25.072893Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_369"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2432.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 36.37883, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"768eb40c-d486-40c3-a691-bbe3f3b286f2",2025-07-08 04:31:23.302,2025-07-08 04:31:35.137,vorpal-service,"0_370",POINT (35.377766 30.930439),"{""how"": null, ""uid"": ""612a6230-7fd5-4312-95d9-9496995121e2"", ""time"": ""2025-07-08T04:31:23.302632Z"", ""type"": ""target"", ""point"": {""ce"": 13.104761, ""le"": null, ""hae"": null, ""lat"": 30.930439, ""lon"": 35.377766}, ""stale"": ""2025-07-08T04:31:35.137644Z"", ""start"": ""2025-07-08T04:31:25.137639Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_370"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2446.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 36.625515, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
dcc7a2e1-6c8a-4279-9dab-8f541ec8d7bf,2025-07-08 04:31:23.022,2025-07-08 04:31:35.072,vorpal-service,"0_369",POINT (35.377747 30.930426),"{""how"": null, ""uid"": ""1565dea1-1f61-4732-8fef-b6926aa3adbd"", ""time"": ""2025-07-08T04:31:23.022639Z"", ""type"": ""target"", ""point"": {""ce"": 13.239015, ""le"": null, ""hae"": null, ""lat"": 30.930426, ""lon"": 35.377747}, ""stale"": ""2025-07-08T04:31:35.072898Z"", ""start"": ""2025-07-08T04:31:25.072893Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_369"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2432.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 36.37883, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"1885a40e-10e4-47b9-9292-795426dcadd7",2025-07-08 04:31:23.302,2025-07-08 04:31:35.137,vorpal-service,"0_370",POINT (35.377766 30.930439),"{""how"": null, ""uid"": ""b3c3cecc-4b44-41a2-b285-128b73357058"", ""time"": ""2025-07-08T04:31:23.302632Z"", ""type"": ""target"", ""point"": {""ce"": 13.104761, ""le"": null, ""hae"": null, ""lat"": 30.930439, ""lon"": 35.377766}, ""stale"": ""2025-07-08T04:31:35.137644Z"", ""start"": ""2025-07-08T04:31:25.137639Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_370"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2446.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 36.625515, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"8520cf36-063d-4269-91fa-abdd896286fc",2025-07-08 04:31:28.262,2025-07-08 04:31:39.663,vorpal-service,"0_370",POINT (35.377785 30.929546),"{""how"": null, ""uid"": ""22028835-80f3-464c-bc3f-cea78800b993"", ""time"": ""2025-07-08T04:31:28.262630Z"", ""type"": ""target"", ""point"": {""ce"": 26.894224, ""le"": null, ""hae"": null, ""lat"": 30.929546, ""lon"": 35.377785}, ""stale"": ""2025-07-08T04:31:39.663502Z"", ""start"": ""2025-07-08T04:31:29.663496Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_370"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2426.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 265.645508, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"7609e9d3-4fd8-4b92-a407-5eb935042912",2025-07-08 04:31:28.582,2025-07-08 04:31:40.518,vorpal-service,"0_369",POINT (35.377617 30.930288),"{""how"": null, ""uid"": ""79ecc902-48e0-4780-bb44-e192e2148622"", ""time"": ""2025-07-08T04:31:28.582583Z"", ""type"": ""target"", ""point"": {""ce"": 6.756439, ""le"": null, ""hae"": null, ""lat"": 30.930288, ""lon"": 35.377617}, ""stale"": ""2025-07-08T04:31:40.518145Z"", ""start"": ""2025-07-08T04:31:30.518140Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_369"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2437.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 243.510483, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"8a96743f-93af-48fb-9c1f-f35a5770fc06",2025-07-08 04:31:28.262,2025-07-08 04:31:39.663,vorpal-service,"0_370",POINT (35.377785 30.929546),"{""how"": null, ""uid"": ""49192fb5-4130-49bb-a7e2-3eacf506aa13"", ""time"": ""2025-07-08T04:31:28.262630Z"", ""type"": ""target"", ""point"": {""ce"": 26.894224, ""le"": null, ""hae"": null, ""lat"": 30.929546, ""lon"": 35.377785}, ""stale"": ""2025-07-08T04:31:39.663502Z"", ""start"": ""2025-07-08T04:31:29.663496Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_370"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2426.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 265.645508, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"10b7d2e8-fcf9-4b00-99aa-a0bfcc70cddd",2025-07-08 04:31:28.582,2025-07-08 04:31:40.518,vorpal-service,"0_369",POINT (35.377617 30.930288),"{""how"": null, ""uid"": ""b8dfa246-aafa-48e4-8ead-8ade0c4f86bc"", ""time"": ""2025-07-08T04:31:28.582583Z"", ""type"": ""target"", ""point"": {""ce"": 6.756439, ""le"": null, ""hae"": null, ""lat"": 30.930288, ""lon"": 35.377617}, ""stale"": ""2025-07-08T04:31:40.518145Z"", ""start"": ""2025-07-08T04:31:30.518140Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_369"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2437.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 243.510483, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
a5f1f1a0-bd1f-429f-a919-947f649d6a13,2025-07-08 04:31:28.582,2025-07-08 04:31:40.518,vorpal-service,"0_369",POINT (35.377617 30.930288),"{""how"": null, ""uid"": ""fbdb75d1-66eb-4bdc-a72b-7326fce8afa5"", ""time"": ""2025-07-08T04:31:28.582583Z"", ""type"": ""target"", ""point"": {""ce"": 6.756439, ""le"": null, ""hae"": null, ""lat"": 30.930288, ""lon"": 35.377617}, ""stale"": ""2025-07-08T04:31:40.518145Z"", ""start"": ""2025-07-08T04:31:30.518140Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_369"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2437.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 243.510483, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"4d4ebc4e-54c2-49a0-800e-87ffaa295f2b",2025-07-08 04:31:28.262,2025-07-08 04:31:39.663,vorpal-service,"0_370",POINT (35.377785 30.929546),"{""how"": null, ""uid"": ""0a3cf32b-18e1-49a9-917d-44a8256f2b81"", ""time"": ""2025-07-08T04:31:28.262630Z"", ""type"": ""target"", ""point"": {""ce"": 26.894224, ""le"": null, ""hae"": null, ""lat"": 30.929546, ""lon"": 35.377785}, ""stale"": ""2025-07-08T04:31:39.663502Z"", ""start"": ""2025-07-08T04:31:29.663496Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_370"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2426.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 265.645508, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"602ae511-f7e5-4cbd-b1bb-31062b13b367",2025-07-08 04:31:33.102,2025-07-08 04:31:45.219,vorpal-service,"0_370",POINT (35.377785 30.929546),"{""how"": null, ""uid"": ""ffce8c63-3fd1-4079-afa5-67ff1ebdf0e7"", ""time"": ""2025-07-08T04:31:33.102642Z"", ""type"": ""target"", ""point"": {""ce"": 29.817953, ""le"": null, ""hae"": null, ""lat"": 30.929546, ""lon"": 35.377785}, ""stale"": ""2025-07-08T04:31:45.219667Z"", ""start"": ""2025-07-08T04:31:35.219663Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_370"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2432.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 266.284454, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"9265d7d0-e204-4681-bc4b-e7f56da86e18",2025-07-08 04:31:33.102,2025-07-08 04:31:45.219,vorpal-service,"0_370",POINT (35.377785 30.929546),"{""how"": null, ""uid"": ""748faddc-8057-4630-a3a6-697c68e6212d"", ""time"": ""2025-07-08T04:31:33.102642Z"", ""type"": ""target"", ""point"": {""ce"": 29.817953, ""le"": null, ""hae"": null, ""lat"": 30.929546, ""lon"": 35.377785}, ""stale"": ""2025-07-08T04:31:45.219667Z"", ""start"": ""2025-07-08T04:31:35.219663Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_370"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2432.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 266.284454, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"7799af3c-c87c-479e-8741-ced661a475b1",2025-07-08 04:31:33.102,2025-07-08 04:31:45.219,vorpal-service,"0_370",POINT (35.377785 30.929546),"{""how"": null, ""uid"": ""c59b66bb-16c2-40ab-8872-ff30738e7168"", ""time"": ""2025-07-08T04:31:33.102642Z"", ""type"": ""target"", ""point"": {""ce"": 29.817953, ""le"": null, ""hae"": null, ""lat"": 30.929546, ""lon"": 35.377785}, ""stale"": ""2025-07-08T04:31:45.219667Z"", ""start"": ""2025-07-08T04:31:35.219663Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_370"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2432.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 266.284454, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"16e93a4e-eddb-44e1-a156-080bc6b01dda",2025-07-08 04:31:37.062,2025-07-08 04:31:48.367,vorpal-service,"0_370",POINT (35.377785 30.929544),"{""how"": null, ""uid"": ""f3209100-3b0b-4172-b58b-8f608aadbde3"", ""time"": ""2025-07-08T04:31:37.062626Z"", ""type"": ""target"", ""point"": {""ce"": 30.946577, ""le"": null, ""hae"": null, ""lat"": 30.929544, ""lon"": 35.377785}, ""stale"": ""2025-07-08T04:31:48.367021Z"", ""start"": ""2025-07-08T04:31:38.367016Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_370"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2420.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 264.240723, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
