"uid","time","stale_time","source_uid","object_uid","event_point","raw_event"
"56608fa2-2a1b-496a-8f4a-80d03b42691a",2025-07-10 06:56:16.530,2025-07-10 06:56:37.237,vorpal-service,"0_531",POINT (35.376705 30.929487),"{""how"": null, ""uid"": ""3c2f1f97-8c31-49bc-bd86-18df29eb2cc1"", ""time"": ""2025-07-10T06:56:16.530340Z"", ""type"": ""target"", ""point"": {""ce"": 29.811886, ""le"": null, ""hae"": null, ""lat"": 30.929487, ""lon"": 35.376705}, ""stale"": ""2025-07-10T06:56:37.237569Z"", ""start"": ""2025-07-10T06:56:27.237564Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2451.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 236.789215, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
bf0da410-6ce8-4f0e-8ab8-543745f8a303,2025-07-10 06:56:16.530,2025-07-10 06:56:37.237,vorpal-service,"0_531",POINT (35.376705 30.929487),"{""how"": null, ""uid"": ""ba007b5b-87c1-462b-9e19-5ff6d410fd48"", ""time"": ""2025-07-10T06:56:16.530340Z"", ""type"": ""target"", ""point"": {""ce"": 29.811886, ""le"": null, ""hae"": null, ""lat"": 30.929487, ""lon"": 35.376705}, ""stale"": ""2025-07-10T06:56:37.237569Z"", ""start"": ""2025-07-10T06:56:27.237564Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2451.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 236.789215, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"38a40499-c0d9-419e-b532-0de84b8e64fe",2025-07-10 06:56:20.970,2025-07-10 06:56:45.119,vorpal-service,"0_531",POINT (35.376526 30.929424),"{""how"": null, ""uid"": ""7973af16-df78-4c87-8623-7c66632cce16"", ""time"": ""2025-07-10T06:56:20.970322Z"", ""type"": ""target"", ""point"": {""ce"": 36.690769, ""le"": null, ""hae"": null, ""lat"": 30.929424, ""lon"": 35.376526}, ""stale"": ""2025-07-10T06:56:45.119727Z"", ""start"": ""2025-07-10T06:56:35.119724Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2420.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 30.798895, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"8d3a04c2-7316-4422-b766-6ad7db2fa05c",2025-07-10 06:56:20.970,2025-07-10 06:56:45.119,vorpal-service,"0_531",POINT (35.376526 30.929424),"{""how"": null, ""uid"": ""ac948170-6cab-4668-80ca-ef91b5595243"", ""time"": ""2025-07-10T06:56:20.970322Z"", ""type"": ""target"", ""point"": {""ce"": 36.690769, ""le"": null, ""hae"": null, ""lat"": 30.929424, ""lon"": 35.376526}, ""stale"": ""2025-07-10T06:56:45.119727Z"", ""start"": ""2025-07-10T06:56:35.119724Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2420.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 30.798895, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"0f273806-52c9-4d37-9450-f412850369fc",2025-07-10 06:56:20.970,2025-07-10 06:56:45.119,vorpal-service,"0_531",POINT (35.376526 30.929424),"{""how"": null, ""uid"": ""6c18700f-482d-405b-984f-1d6b7aa05706"", ""time"": ""2025-07-10T06:56:20.970322Z"", ""type"": ""target"", ""point"": {""ce"": 36.690769, ""le"": null, ""hae"": null, ""lat"": 30.929424, ""lon"": 35.376526}, ""stale"": ""2025-07-10T06:56:45.119727Z"", ""start"": ""2025-07-10T06:56:35.119724Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2420.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 30.798895, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
e260277f-dbce-404b-aa6d-783e1de09e4a,2025-07-10 06:56:25.492,2025-07-10 06:56:53.380,vorpal-service,"0_531",POINT (35.376198 30.929296),"{""how"": null, ""uid"": ""7d27d73e-6e46-4a47-8938-6eeb197aa5d6"", ""time"": ""2025-07-10T06:56:25.492318Z"", ""type"": ""target"", ""point"": {""ce"": 238.348267, ""le"": null, ""hae"": null, ""lat"": 30.929296, ""lon"": 35.376198}, ""stale"": ""2025-07-10T06:56:53.380079Z"", ""start"": ""2025-07-10T06:56:43.380074Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2420.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 27.941645, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
cf801463-c293-4272-b708-8fd48cf67fb5,2025-07-10 06:56:25.492,2025-07-10 06:56:53.380,vorpal-service,"0_531",POINT (35.376198 30.929296),"{""how"": null, ""uid"": ""91a8ffc2-6d7a-4352-a0d5-ccc5e48f279f"", ""time"": ""2025-07-10T06:56:25.492318Z"", ""type"": ""target"", ""point"": {""ce"": 238.348267, ""le"": null, ""hae"": null, ""lat"": 30.929296, ""lon"": 35.376198}, ""stale"": ""2025-07-10T06:56:53.380079Z"", ""start"": ""2025-07-10T06:56:43.380074Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2420.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 27.941645, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"0eb8d2fa-a1e3-414f-8373-de3b20668782",2025-07-10 06:56:25.492,2025-07-10 06:56:53.380,vorpal-service,"0_531",POINT (35.376198 30.929296),"{""how"": null, ""uid"": ""c9095238-2a25-4450-a0a3-93ab55defe41"", ""time"": ""2025-07-10T06:56:25.492318Z"", ""type"": ""target"", ""point"": {""ce"": 238.348267, ""le"": null, ""hae"": null, ""lat"": 30.929296, ""lon"": 35.376198}, ""stale"": ""2025-07-10T06:56:53.380079Z"", ""start"": ""2025-07-10T06:56:43.380074Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2420.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 27.941645, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"85163d15-0efc-40a0-ac92-04c811299d20",2025-07-10 06:56:30.010,2025-07-10 06:57:02.803,vorpal-service,"0_531",POINT (35.376335 30.929285),"{""how"": null, ""uid"": ""0e06529a-b22a-40e4-92c2-e497a3f6ce0a"", ""time"": ""2025-07-10T06:56:30.010325Z"", ""type"": ""target"", ""point"": {""ce"": 53.083046, ""le"": null, ""hae"": null, ""lat"": 30.929285, ""lon"": 35.376335}, ""stale"": ""2025-07-10T06:57:02.803154Z"", ""start"": ""2025-07-10T06:56:52.803149Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2420.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 29.471933, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"3a716719-5191-4e09-bd6b-234d7ad658a9",2025-07-10 06:56:30.010,2025-07-10 06:57:02.803,vorpal-service,"0_531",POINT (35.376335 30.929285),"{""how"": null, ""uid"": ""38179a87-6c72-4aa7-9129-9cec09711e0e"", ""time"": ""2025-07-10T06:56:30.010325Z"", ""type"": ""target"", ""point"": {""ce"": 53.083046, ""le"": null, ""hae"": null, ""lat"": 30.929285, ""lon"": 35.376335}, ""stale"": ""2025-07-10T06:57:02.803154Z"", ""start"": ""2025-07-10T06:56:52.803149Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2420.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 29.471933, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
e639abdc-a24c-4236-8c5a-e93211ac9c08,2025-07-10 06:56:30.010,2025-07-10 06:57:02.803,vorpal-service,"0_531",POINT (35.376335 30.929285),"{""how"": null, ""uid"": ""0282d7e9-e9bf-4080-9e5f-f37a6c44a762"", ""time"": ""2025-07-10T06:56:30.010325Z"", ""type"": ""target"", ""point"": {""ce"": 53.083046, ""le"": null, ""hae"": null, ""lat"": 30.929285, ""lon"": 35.376335}, ""stale"": ""2025-07-10T06:57:02.803154Z"", ""start"": ""2025-07-10T06:56:52.803149Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2420.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 29.471933, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"3a1959bb-43e4-4a7d-a405-f6ea10f08234",2025-07-10 06:56:31.970,2025-07-10 06:57:16.356,vorpal-service,"0_532",POINT (35.404781 30.965418),"{""how"": null, ""uid"": ""894ab462-2f0f-41d2-bc53-148bbdc5ab24"", ""time"": ""2025-07-10T06:56:31.970812Z"", ""type"": ""target"", ""point"": {""ce"": 15.975791, ""le"": null, ""hae"": null, ""lat"": 30.965418, ""lon"": 35.404781}, ""stale"": ""2025-07-10T06:57:16.356293Z"", ""start"": ""2025-07-10T06:57:06.356288Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_532"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 5786.500000 MHz at the 5.8GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 3.151104, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"262443b3-9932-4ef7-934b-730eff6311e8",2025-07-10 06:56:31.970,2025-07-10 06:57:16.356,vorpal-service,"0_532",POINT (35.404781 30.965418),"{""how"": null, ""uid"": ""1872f4e0-e8c1-4aea-a949-1ba7d3d3be6b"", ""time"": ""2025-07-10T06:56:31.970812Z"", ""type"": ""target"", ""point"": {""ce"": 15.975791, ""le"": null, ""hae"": null, ""lat"": 30.965418, ""lon"": 35.404781}, ""stale"": ""2025-07-10T06:57:16.356293Z"", ""start"": ""2025-07-10T06:57:06.356288Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_532"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 5786.500000 MHz at the 5.8GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 3.151104, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"97aa9d5f-8bb2-4d24-9e19-2aa5280ba732",2025-07-10 06:56:31.970,2025-07-10 06:57:16.356,vorpal-service,"0_532",POINT (35.404781 30.965418),"{""how"": null, ""uid"": ""72efb87b-b312-4408-ba89-338f808d4de0"", ""time"": ""2025-07-10T06:56:31.970812Z"", ""type"": ""target"", ""point"": {""ce"": 15.975791, ""le"": null, ""hae"": null, ""lat"": 30.965418, ""lon"": 35.404781}, ""stale"": ""2025-07-10T06:57:16.356293Z"", ""start"": ""2025-07-10T06:57:06.356288Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_532"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 5786.500000 MHz at the 5.8GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 3.151104, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"79bf0442-6d3b-4ddc-871d-a133287dcc91",2025-07-10 06:56:34.530,2025-07-10 06:57:19.303,vorpal-service,"0_531",POINT (35.37674 30.929544),"{""how"": null, ""uid"": ""0ede2f4a-9587-425d-8518-5c5f456b7690"", ""time"": ""2025-07-10T06:56:34.530320Z"", ""type"": ""target"", ""point"": {""ce"": 24.852518, ""le"": null, ""hae"": null, ""lat"": 30.929544, ""lon"": 35.37674}, ""stale"": ""2025-07-10T06:57:19.303572Z"", ""start"": ""2025-07-10T06:57:09.303567Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2420.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 225.361496, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"883af162-a1e1-47f2-b731-b37e07a3c43a",2025-07-10 06:56:34.530,2025-07-10 06:57:19.303,vorpal-service,"0_531",POINT (35.37674 30.929544),"{""how"": null, ""uid"": ""d4bce348-7173-4edc-80e7-fa994b1ba0b5"", ""time"": ""2025-07-10T06:56:34.530320Z"", ""type"": ""target"", ""point"": {""ce"": 24.852518, ""le"": null, ""hae"": null, ""lat"": 30.929544, ""lon"": 35.37674}, ""stale"": ""2025-07-10T06:57:19.303572Z"", ""start"": ""2025-07-10T06:57:09.303567Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2420.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 225.361496, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
dbb6e285-832e-45ff-a862-c184b5a0a1eb,2025-07-10 06:56:34.530,2025-07-10 06:57:19.303,vorpal-service,"0_531",POINT (35.37674 30.929544),"{""how"": null, ""uid"": ""841eecd8-71a7-45b5-896c-ec306f294cd9"", ""time"": ""2025-07-10T06:56:34.530320Z"", ""type"": ""target"", ""point"": {""ce"": 24.852518, ""le"": null, ""hae"": null, ""lat"": 30.929544, ""lon"": 35.37674}, ""stale"": ""2025-07-10T06:57:19.303572Z"", ""start"": ""2025-07-10T06:57:09.303567Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2420.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 225.361496, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"7cc464bd-8fba-4410-8b97-cfc5c7a4b48b",2025-07-10 06:56:35.650,2025-07-10 06:57:25.503,vorpal-service,"0_531",POINT (35.37674 30.929544),"{""how"": null, ""uid"": ""647fe49d-62a1-46da-b9a5-6dc2001efb57"", ""time"": ""2025-07-10T06:56:35.650356Z"", ""type"": ""target"", ""point"": {""ce"": 30.091011, ""le"": null, ""hae"": null, ""lat"": 30.929544, ""lon"": 35.37674}, ""stale"": ""2025-07-10T06:57:25.503576Z"", ""start"": ""2025-07-10T06:57:15.503570Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2457.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 245.378876, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"444d34a5-1ff0-45d5-b45e-1b44e3e20149",2025-07-10 06:56:35.650,2025-07-10 06:57:25.503,vorpal-service,"0_531",POINT (35.37674 30.929544),"{""how"": null, ""uid"": ""0a6aea2f-baa8-4da9-b2fc-8fb6aea1710d"", ""time"": ""2025-07-10T06:56:35.650356Z"", ""type"": ""target"", ""point"": {""ce"": 30.091011, ""le"": null, ""hae"": null, ""lat"": 30.929544, ""lon"": 35.37674}, ""stale"": ""2025-07-10T06:57:25.503576Z"", ""start"": ""2025-07-10T06:57:15.503570Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2457.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 245.378876, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
"6af1a519-7045-4bf5-b0f6-affbc14ccb0f",2025-07-10 06:56:35.650,2025-07-10 06:57:25.503,vorpal-service,"0_531",POINT (35.37674 30.929544),"{""how"": null, ""uid"": ""002e5ec0-ab5d-4cc7-b126-32b6719e143f"", ""time"": ""2025-07-10T06:56:35.650356Z"", ""type"": ""target"", ""point"": {""ce"": 30.091011, ""le"": null, ""hae"": null, ""lat"": 30.929544, ""lon"": 35.37674}, ""stale"": ""2025-07-10T06:57:25.503576Z"", ""start"": ""2025-07-10T06:57:15.503570Z"", ""version"": ""0.0.1"", ""object_uid"": ""0_531"", ""source_uid"": ""vorpal-service"", ""description"": ""drone detection of DJI O3 20MHz on 2457.500000 MHz at the 2.4GHz band"", ""current_view_poly"": null, ""spatial_orientation"": {""spin"": null, ""attitude"": {""yaw"": 245.378876, ""roll"": null, ""pitch"": null}}, ""current_view_sensor_info"": null}"
